,B10_Spco,D28_Bogr,B13_Spco,C19_Spco,D30_Spco,C21_Bogr,B10_Bogr,B9_Spco,C22_Spco,B14_Spco,C17_Bogr,A7_Bogr,F43_Bogr,A8_Bogr,C18_Spco,C22_Bogr,F41_Bogr,A7_Spco,D28_Spco,F41_Spco,A8_Spco,B11_Spco,D25_Spco,D31_Bogr,C20_Spco,B12_Spco,A1_Spco,B12_Bogr,A4_Spco,B16_Spco,B16_Bogr,A1_Bogr,D26_Spco,A3_Bogr,A5_Bogr,A5_Spco,F44_Bogr,D32_Bogr,F42_Spco,C17_Spco,A2_Bogr,C24_Bogr,A4_Bogr,B9_Bogr,F43_Spco,C23_Bogr,D31_Spco,C21_Spco,D25_Bogr,A3_Spco,B15_Spco,B11_Bogr,B13_Bogr,C20_Bogr,D27_Bogr,A2_Spco,A6_Spco
C1261,18924.00333,2970.693911,19618.45381,20598.72123,16530.37401,7394.495613,3059.498701,18200.22583,12984.39808,12490.44802,1936.982851,2586.441008,2387.145379,2142.34314,8714.200064,2320.837575,8477.027151,10830.85843,7582.014102,9367.449485,11534.06355,6272.155457,16415.27882,16523.78536,5729.229894,15341.41632,7570.385091,3829.300777,14285.63264,12862.9344,1482.563736,15243.75004,16513.59332,5212.184469,1406.408239,6399.382459,2835.777862,4547.997038,4230.322484,19745.54256,5582.681073,8486.947655,1576.128956,18469.40351,19032.1388,13188.70032,5297.272873,27444.23079,21130.05084,2452.032607,23850.40236,4901.151413,6329.232684,8210.776131,5853.16163,5508.767155,16283.93624
C1262,1794.351795,2867.175335,2394.894779,5584.89462,1892.397966,17215.46008,1824.443086,1663.346032,5854.707319,5813.879947,3096.625857,1933.64462,3613.397197,1088.989718,378.3273552,820.2478354,11981.129,4400.470073,5572.284568,2513.468049,6482.667168,3461.933791,6276.186241,14021.46414,327.5002985,4871.45057,3358.238079,5151.642646,4856.175023,3699.553314,4216.303084,7228.300692,5204.649031,15773.80494,1680.188196,4208.629608,12271.10781,3815.460946,241.0714926,4434.771686,3113.380864,5363.881517,1938.083595,10962.32906,3396.569311,6183.625405,408.5109664,2258.514808,30451.76603,3934.976565,2797.729592,2976.4621,2004.897833,8501.103971,1881.520321,1016.812104,3274.9892
C1263,3598.791116,7037.234314,4027.921888,2613.008034,14596.18234,14014.62932,2135.457713,3109.848469,3041.440317,3426.062484,6868.090775,6228.05527,1942.777293,3631.351966,1394.901046,2914.564666,11763.0254,6170.764853,2560.454769,3106.352614,3533.578686,6925.318887,2447.388353,6848.878388,2048.311594,3355.854624,3487.719291,8046.603703,3779.458349,2840.717888,4100.326012,6772.338895,4603.365804,15151.17358,3900.792804,3003.062634,2792.406912,3891.511914,1141.93855,3117.282651,14040.06112,5057.400231,1324.353518,7563.479687,8280.874787,23978.24083,2485.478108,5967.811528,11270.74876,4115.978734,2148.503793,5850.676723,6843.973594,6669.05177,3956.522778,1750.431886,5524.618085
C1264,4940.717218,7965.510709,4940.646026,7582.226321,4372.620312,85910.7677,8209.696193,8844.391287,25948.46767,14446.77884,11530.98137,5756.176517,13399.46838,7498.001411,591.7387317,8681.586615,88224.4348,8334.102087,11272.55895,6054.736117,18011.10889,3828.114988,16419.42511,33935.04382,952.7755184,13265.18665,8265.662509,17105.27569,14078.44209,9586.798862,21654.81643,34740.88837,19220.53093,62667.29127,6702.354303,11658.82302,56163.81542,14763.39905,753.9682644,12732.75239,14014.75683,23753.40063,5912.107043,56077.63455,7049.830667,18511.6458,1399.717761,9365.64529,80945.3143,15813.5992,4022.813732,9653.936283,12681.26675,46121.91607,9543.576625,4497.978115,9369.845697
C1265,2386.064542,63112.7273,2165.219342,2630.578291,3141.708577,2622.003362,22283.18198,802.2083934,3723.318292,1634.406667,31472.17705,43468.64562,36397.46587,46544.59191,19977.45204,30527.57647,63258.98882,3422.019598,2692.063141,1837.300419,1474.710634,1808.93632,1640.413866,2081.665004,14011.16668,2258.358164,2758.403186,36669.68974,3834.802901,1863.966639,29483.82138,5093.202255,2729.205363,3170.691449,20986.77261,3637.787992,3830.324764,39674.64168,23964.787,2792.030406,48740.9543,43560.83882,20444.50438,4128.255281,1518.362705,50700.20853,16481.7408,4610.271859,37507.11773,7835.403383,2135.242346,30218.61549,40277.64474,4659.001432,18176.23159,17139.9565,2657.420422
C1266,5280.724813,780.8917663,4502.498186,3915.742108,2721.325882,2027.439094,543.3578883,3787.171521,7475.477594,4228.439623,796.688375,706.4831758,507.2152191,496.0030702,2273.035777,412.5386886,702.3693838,5816.455596,5410.181008,2781.262342,3753.221845,953.5095682,4256.538027,1343.520654,1988.508423,5256.424655,3962.279526,597.5495709,3291.849452,6026.676764,676.5150784,9002.640195,4457.086428,1024.356275,317.0600439,1106.60916,1482.490166,1192.57958,740.4294872,4228.084344,907.0464004,1106.739182,433.6603741,6823.967077,4265.399678,801.6790286,1936.349368,9580.787536,1226.640405,1235.913327,3688.110784,747.4330599,781.7758286,5694.580504,488.2445611,3515.533031,4536.694103
C1267,2431.42921,1542.118463,2206.944893,2362.608457,2052.331018,3694.542484,1446.820017,2071.611018,2959.170385,2794.169398,1966.888575,1768.395161,1080.556434,1241.111061,1250.181242,1147.563583,4667.797841,2255.750415,2869.437344,2106.322549,2548.908122,1714.231525,2259.819369,4722.586401,1482.168173,2320.465074,1992.773549,2395.961599,2753.343703,1760.375953,1959.808184,3599.942011,2587.458721,3581.697837,1189.989665,2146.575993,3186.43376,2352.088043,910.902669,2711.941529,2177.217851,5084.976158,901.56996,4448.848482,2153.050046,3405.908894,1928.012945,3448.595129,3981.092926,3814.025328,2120.930375,2403.92688,2182.180979,4710.951451,1886.845339,2215.838285,2608.272233
C1268,2390.227733,430.6103852,2754.824221,3324.733763,2594.806866,312.4252128,284.6463284,1052.301255,2196.574387,2093.36337,723.3380446,618.9859744,799.6523612,647.710358,1295.727936,805.1019459,322.0500242,1532.93012,7324.620397,3950.247813,1292.147545,2320.806439,1543.066065,334.6241267,2154.234853,2302.849791,2382.202663,765.7847976,2058.902112,381.7482408,663.8611041,414.31217,2068.125216,562.5914095,633.7191929,2930.162048,828.3136455,577.01698,3260.012574,3459.366842,848.0682715,406.9559215,518.2505048,497.5887568,679.7118067,495.93201,1600.10975,797.1147849,239.6995357,1572.207816,2011.450065,439.9316869,776.6346054,1122.410202,202.1524328,535.7314246,1060.984384
C1269,6080.79289,14176.65715,3508.85881,5363.515103,11703.79851,23384.6803,4924.012463,9698.177185,6842.42119,7280.232252,6393.121906,8253.89824,4062.074982,4450.493904,22014.52039,5902.395,15193.95797,27002.89645,5295.812335,7876.525505,9391.408901,23658.31942,9314.557781,13774.14666,21669.06932,8055.600795,7769.587651,14307.06786,4618.537155,6744.813437,11475.89238,11059.34048,5672.453148,8796.136259,6830.623678,12064.00775,3559.548787,15870.22356,17422.91609,5229.803192,12252.48766,13964.84579,2939.002021,5413.864039,10859.57959,10059.8558,21255.66208,16355.61547,26487.73104,4286.209641,8546.043527,6477.654238,5553.841805,6736.306114,3985.715475,6689.921008,5433.504286
C1270,646.9184985,417.9451207,513.7851821,665.7711946,94.17295676,1440.250698,251.5755444,3105.482749,968.6116653,914.228455,217.7529906,340.3024414,417.8530055,285.9891663,172.6731105,187.7066423,844.4623357,975.1574119,315.7714547,421.8470562,776.3455185,964.828589,695.3013745,983.7075087,316.1285262,1278.69928,611.9332103,226.2100404,679.1501958,404.8251354,284.7973548,3293.746769,506.3590014,597.4354875,309.7436716,541.23777,541.4554415,333.9208365,165.8575574,1092.124097,276.7538638,1470.787881,260.258326,1013.235217,845.7279617,2664.17247,622.1856164,747.3152843,1468.421616,348.7707807,840.1814543,379.9309955,292.5001744,2254.688531,476.7276147,613.4122837,806.7381765
C1271,544.3368766,16464.35661,462.8087492,559.1297045,4692.671038,28113.19855,7730.47658,467.6686511,22094.24638,25822.78372,12807.3848,11575.69666,17738.32999,14605.54538,1461.546982,14805.96164,20133.30508,23272.03413,2651.900222,884.7015928,26871.76564,1150.27764,24245.64807,19521.50037,1246.071013,439.6629681,371.2973981,7607.810689,12056.35389,264.7537586,7950.293998,17773.20336,14607.18616,25135.77612,6356.480486,13735.32529,9411.40114,9139.888526,1094.963678,494.0185746,11071.6668,12028.02262,6618.108466,27290.39977,379.2417733,10915.26737,11325.92925,629.9358172,21366.20758,3214.50981,947.4539689,4751.728482,8294.021121,38538.25194,5396.225694,619.7990122,9796.337313
C1272,155.5718641,397.4872319,144.4139097,145.4642006,115.489076,290.1824037,273.3586421,159.1519926,369.0816918,292.3529576,383.0527177,290.0390008,442.3824911,358.4539254,332.5296721,411.4694168,502.9928555,270.4640675,284.2532029,125.0305059,306.5468641,176.5048265,384.5126226,327.7575826,227.5121124,95.67637956,169.6797058,321.4397967,210.942182,126.9248222,288.3304728,368.3609654,224.076841,396.6867982,219.7276298,226.2855989,232.5143753,301.6198259,255.6335679,166.9334029,361.4115904,436.3369565,364.7725503,348.258413,149.9600314,434.1131453,399.4751066,190.8119802,539.3864193,358.3172297,150.9227321,377.5249619,450.1384066,473.2561934,250.5790868,146.9567523,150.1875093
C1273,11686.57792,1036.790374,13363.69928,14808.10083,26739.18843,15651.63131,656.4145429,19413.79627,15233.71965,27548.13818,853.7773748,474.6213835,613.2640025,456.9088321,6267.961288,307.7672475,3483.170286,22381.92284,5423.507121,10853.27351,24552.87147,19407.55376,26282.85602,11072.1648,8013.080807,19059.34883,12692.95552,537.3950928,11250.98183,28240.74575,551.8756137,4604.000283,14131.59978,5526.197115,363.9750681,10764.50395,1082.006605,496.7548754,896.7495066,11681.86102,938.4284547,1808.585009,209.9457602,6185.865085,25070.72868,2772.160092,4278.309554,17666.11438,8852.07613,4042.566209,13356.76156,523.5706651,658.8391944,4753.310412,544.2522137,1954.092199,14331.94594
C1274,5278.541029,990.9457363,4393.004046,2901.190809,7959.134885,1871.974466,422.3639117,6534.99822,2716.13599,5502.733987,511.9087023,582.5903984,381.7929792,386.0885934,3351.258822,407.8371315,1126.921156,3930.029883,1987.686942,3075.528111,6215.98291,5377.7991,10483.39261,2726.847751,3360.340606,6737.084886,3001.617977,453.6804037,3278.382024,5501.680974,496.0491422,1557.373647,4814.245426,538.3198818,340.1603498,1521.532908,881.2251287,560.0844611,638.6211196,3279.257427,590.0031229,856.9843927,327.6016581,1597.182552,5492.46531,492.4148682,1228.753056,9781.839748,1362.982627,574.5648883,3287.742668,371.5740264,322.2800116,704.8690953,335.5127557,947.3321223,4328.398599
C1275,962.0604433,16377.97203,1018.237393,998.383089,674.1424454,6134.642484,4629.822116,1246.21363,981.6704621,1290.294686,13719.69162,13147.69183,1980.16568,3878.096015,2983.605624,4344.660582,3384.94376,2906.546437,1261.87574,997.5207934,910.9149826,3491.905692,953.0854222,12315.0289,1417.726833,1424.29838,678.8485209,15464.64739,668.9799885,914.6641005,8422.356545,4740.177394,680.0282439,6991.816698,10066.40742,1570.092073,6575.684819,11264.18131,3018.894757,935.1221496,17130.54488,8123.229835,3659.814818,3326.126264,1234.723074,15864.02965,3637.099439,2378.407784,18173.12206,1250.38711,1105.511893,9719.244492,11996.36529,4204.005576,1787.840529,851.2527454,721.7763117
C1276,34063.93565,5899.425342,35619.1792,42355.06279,51842.18452,15086.88549,1504.053839,31877.18846,51082.38954,27106.36271,1970.084092,2474.210312,3021.647822,3371.563933,4431.063861,1746.604852,10755.37635,20126.44045,31016.67191,26682.72648,40692.4122,19579.82527,70077.0267,39854.86458,9108.889322,44589.67095,28457.30138,1902.709627,31095.0624,32151.27713,2028.386729,27149.84755,40263.70417,31533.82139,822.8969538,8430.12883,22509.07396,1680.395979,1574.358013,52882.14248,4396.470432,1525.871114,1413.119901,37181.70859,19276.72686,3915.981732,4219.338926,14503.04845,13849.71267,9339.56395,22869.05724,2524.327373,3724.860507,10252.35986,1859.801477,4918.960344,39265.53556
C1277,520.2922325,1387.959889,363.2492048,593.8280526,368.4148995,684.9504989,1219.599639,328.2811049,673.6730857,562.1434264,1080.9194,1704.071027,2090.189017,1095.50668,528.8222134,2288.455729,1340.987954,1060.763946,1752.741339,646.6161609,684.5037043,731.2650226,606.8450218,999.3357582,695.3048622,509.0497625,392.2966605,984.3166208,653.5560608,354.6119135,1526.571933,947.2543375,499.2662315,6483.846295,3583.092036,820.395712,64941.95495,7550.84561,1604.237415,653.122387,1187.218166,825.4386333,3913.027763,7714.179061,176.6065532,457.3653859,395.7911434,202.3315615,526.6112471,3027.930009,483.8124633,797.8916734,1172.538374,687.5547112,1008.118359,667.0150932,386.4500796
C1278,463.6282262,449.7646158,220.6958489,272.002791,83.57039842,623.2922043,228.6197603,3463.986146,264.7214774,451.8304988,264.6639417,262.7888057,357.56563,367.08581,194.5696991,261.6402863,604.3818061,281.5017717,187.8371733,367.3211626,327.548034,308.9634018,338.0719421,579.5080115,370.6416929,462.1959739,391.5509271,229.4166852,360.6583208,280.0313561,435.1225935,928.3451824,357.8715466,429.2543385,407.7367873,210.8316496,311.4665021,541.6798359,240.7410572,767.3848586,270.3286092,859.1544467,265.1296601,576.2271746,377.692404,1411.485242,332.0679163,347.4703239,812.6732905,270.0256952,359.5378217,413.8898889,339.946406,661.1528941,678.5898424,758.2366217,496.8401056
C1279,2272.952725,1412.200387,1298.794282,2463.87599,2714.478635,10921.54273,986.5422853,1630.110869,2560.19494,3291.52193,1655.681538,1211.685864,1839.446608,718.7637126,702.1705343,1024.182523,9472.113903,2658.808077,1586.76009,1367.044423,3079.886838,1652.621372,2828.679206,9233.298894,581.0526836,2170.217826,1259.235146,2600.571521,1606.920277,2103.857314,1226.829013,7947.721584,1888.603773,7379.108305,1719.585795,1625.88539,4315.449625,2356.24295,714.716831,1781.088049,2138.239755,4762.977385,1306.79276,3683.662182,1873.600944,5848.622792,829.0778752,3218.255227,13778.82508,2665.343301,1901.528818,1524.034976,1352.169949,3338.530284,1059.553765,1017.222997,1959.683553
C1280,3540.301909,5855.035741,2660.674182,3424.052347,2828.138224,3649.807936,3990.037078,1567.397984,3861.443449,2785.793277,5212.023757,5210.533889,6116.304343,3894.405028,3336.197525,5543.007324,4002.682584,3139.073756,5324.839144,2515.274956,3195.246722,2418.686675,2515.052456,4359.60397,2718.332244,2735.971063,3027.715691,4136.106396,3146.178031,2369.745533,4330.693207,4815.033007,3230.960927,5365.041957,10858.27293,2643.979654,13907.05952,3858.458247,3742.695455,3288.357131,3223.566603,3102.548902,7621.647596,5435.64854,2195.528881,4260.572291,3543.360939,3647.375289,3864.789872,12781.84597,2491.556583,4073.460579,4169.975974,4431.200296,3986.770872,4073.166184,3025.667269
C1281,10522.93268,279.9283755,10314.20386,5097.99912,26377.03825,302.7750373,222.4012701,36395.74576,4040.827755,10022.00137,282.9093811,118.4326172,170.4399549,95.60261811,9734.841882,207.7403649,145.7846767,4692.000208,1252.949642,4205.73555,12888.32045,5646.917326,15232.62639,459.5796501,7432.750243,17023.89399,6847.08191,207.1506865,3849.989504,24065.34979,167.9161724,215.3953817,5538.877938,179.4746121,99.99494069,1131.038656,164.91647,80.41701955,1418.645298,5043.183395,175.0565412,137.7969343,185.5238665,218.071361,17487.27733,231.4716262,4694.816653,14480.57593,341.1661101,416.9455133,4782.162704,144.2034654,76.07328634,130.5966363,195.3534248,1990.105343,8757.926896
C1282,3809.275044,448.7646837,2277.229579,2095.077926,8207.188072,427.0891951,219.7518463,7879.770535,2847.444086,5232.373777,346.5025321,182.1059571,181.0137596,248.1920755,8376.44683,303.4812766,197.7129393,3201.341258,778.7324547,2425.096895,6606.979676,3724.341116,4208.306689,832.8511442,9386.898339,4715.244263,3649.823125,220.5789076,2429.887792,6234.157032,165.9505579,301.1567006,2587.807744,282.8352472,294.0633634,930.2964972,327.3167199,133.7326587,1196.211411,2041.995465,201.2253743,160.5310071,292.6310646,373.1397285,4760.910274,405.9905841,3093.973199,4156.204394,472.7352083,563.8603178,2960.991575,226.0629707,223.8378186,289.6947303,191.1774348,2590.051074,3836.944243
C1283,112.7739595,1817.619854,131.163311,85.52317904,193.331416,781.4834683,358.8996393,163.4297975,92.52825597,125.5781701,645.3880928,458.0951151,700.4225057,605.337151,219.6251505,1653.319789,1299.641583,168.1822262,71.14762807,100.1032562,114.4687878,366.005513,188.090222,1471.549466,309.5417328,107.3090886,109.2226635,1339.993223,65.55108897,181.6900755,673.3817249,564.428881,71.10766496,242.7356193,812.0820739,77.56345734,67.96344432,364.3926556,124.2966449,79.47590036,909.8207785,695.4129755,315.1257143,266.4771411,130.4701222,1383.515938,451.7048855,250.7263839,2830.203501,132.6525352,137.8178593,187.6427874,85.31375279,291.3983713,174.276067,79.94237736,65.1790457
C1284,3619.665718,4960.535468,2550.234867,3306.752835,3257.65081,2759.960885,6043.68307,1843.375363,2977.982753,2472.57065,5129.179976,4685.702024,6688.970289,3770.014777,2325.311259,8249.925295,3097.447102,3913.331242,5015.117124,3084.269968,2822.745048,2095.221418,3416.315911,5952.103843,3041.195998,2412.043419,3177.122295,5985.949255,2350.983453,2032.09211,5038.55152,4250.418002,6123.072648,5631.934332,11293.48748,2919.299201,15956.60601,5133.036007,3432.34376,3019.187564,3554.580685,2707.61818,8646.326701,3872.265218,1945.449391,6297.135117,5882.122582,3133.704008,3800.764164,43911.86655,3260.010268,4235.001888,2901.850699,3659.693245,3541.43418,3219.673938,2310.906759
C1285,558.9655197,749.1163404,313.9945835,521.691669,294.2285155,499.8830009,445.1755973,578.39559,406.9105829,407.7974361,446.9814033,540.9418181,789.2210921,555.8374599,319.6774306,526.8081962,408.1325229,369.6122921,379.5720516,321.3703156,441.7466787,423.8165768,349.9273267,650.8173086,308.5688976,402.1507618,394.0124487,257.8702433,292.6443095,240.2499734,391.7339489,1075.73894,331.6507349,374.623188,800.4132155,372.4951859,1306.279755,470.2797363,449.7626064,524.037657,320.7259147,614.8359737,1092.585715,571.5857461,420.6441657,1441.176925,705.6764895,674.1675447,742.7668435,947.4391053,496.4982868,423.3636873,408.9589582,641.1767977,428.8254727,494.1754926,271.821302
C1286,233.9894689,336.3792102,219.2710905,287.838184,114.4792181,375.036775,209.1928888,1207.819339,280.5740001,340.954602,195.5055391,202.8597925,414.7352173,209.7842116,311.8702508,250.5708306,608.9799276,642.0710364,343.0242311,362.8465553,526.0780766,495.081217,344.1090296,676.5050486,259.5593018,437.2561298,282.1966177,258.6889683,267.7598692,306.4721153,320.803363,1392.410284,336.4206108,372.0212159,354.4758957,268.1077419,671.358042,217.7349241,223.0261923,343.9975932,224.9439376,558.4875863,336.216191,618.3473366,210.5808297,241.2055944,159.415736,224.9832632,541.9857623,484.332474,179.8638585,161.6027176,202.2821087,494.7235093,249.7823083,218.2705105,190.0137685
C1287,14797.46106,498.5913319,11063.8918,19344.41939,13041.00764,13877.85072,574.210883,8888.409991,9950.191199,10344.0855,808.8846436,1816.557328,3732.481824,3740.464713,398.0535197,1846.337697,15782.15819,6820.484998,8493.120605,12388.06205,10193.43257,13891.8324,13336.25579,21431.7061,6788.614156,12288.98578,6676.023889,492.5978511,5350.283887,10635.48693,337.7014235,15023.28892,5198.830146,7970.210814,658.801217,12368.95455,3503.508653,372.2676838,1535.463427,10779.73445,1681.113052,312.7591422,698.3026456,18060.51844,11546.50765,4841.264093,1237.994156,13381.85789,12619.69836,9556.10195,19776.2538,501.5615234,372.151783,1501.574487,610.8731005,1131.629887,9336.554001
C1288,98221.43613,2572.760954,37415.82178,18421.08935,160750.4654,9215.87303,756.6986296,184692.4261,33433.42818,48261.68535,988.3124364,484.3310252,814.0491002,1366.670636,10954.12152,474.6301329,1121.065499,35849.42324,21033.2148,40020.99276,68358.49386,37017.29232,92518.30788,18883.29351,20113.12867,31899.10747,31806.56201,692.3140832,49156.02334,40009.3966,765.0640733,6175.018972,59250.21385,8249.341694,470.7340737,12671.92631,1349.085319,395.9412296,2015.644862,79254.302,1241.669507,471.5503762,375.8303877,3713.671216,68453.24662,1274.54929,6325.64971,166416.1626,2949.947565,4234.819933,26822.79191,630.2604028,313.6288538,1348.998947,490.1519774,6578.951376,68710.72785
C1289,501.6755134,388.3939072,303.0751534,540.5427079,5886.022787,2061.171313,335.7003346,410.4906655,2095.759205,10719.074,461.7355699,311.5763401,435.5420622,346.0422554,279.325239,475.7646534,4050.502149,57917.1398,20699.07359,1069.377617,9626.888493,1888.872989,9114.930934,4843.92756,829.3828917,1320.634949,909.7882816,445.8765969,37050.87168,38378.16672,514.5425914,4051.841076,3804.479388,1062.760821,464.2223032,42630.30335,754.7819721,389.8098075,274.7877631,472.7592229,279.4144638,2154.194982,390.8002791,946.7356994,13282.27821,3632.953149,946.267957,627.6032141,13389.18482,1558.653038,700.2201582,326.2408635,280.2163885,854.3444429,353.0161218,1080.70927,1281.798799
C1290,1394.78575,1108.463885,1527.281321,1796.506282,13458.51918,20435.65251,415.4245576,2161.062065,12099.01342,22297.68584,858.1007329,727.0657559,1247.383227,752.4066872,344.9363031,680.4512443,14881.10772,41768.98979,10963.65476,1977.867217,31260.16658,3331.541733,22038.30002,17591.30946,1432.27542,4779.763638,1912.646109,696.6435834,15947.44816,8785.41592,612.6707987,9199.479041,11609.9211,9353.539093,576.5671653,23056.77986,1816.840459,636.3198649,320.7682894,1362.498176,776.4148464,2123.69216,538.8649415,6206.97578,5859.393247,7420.82772,2254.164102,2357.076483,22198.69211,4763.857044,1894.29005,587.2311266,355.7431905,6760.724286,555.0956002,456.980777,7404.458571
C1291,45786.942,791.5067343,34340.61677,43561.52502,127326.6702,949.6004636,373.5096493,77563.05998,123203.1262,95083.46548,980.4603043,348.8668627,404.4784411,237.3985809,8601.962033,229.8797574,264.0239542,46771.33572,21989.79077,40462.9433,76392.98612,30836.41232,84702.76416,859.588461,29891.66214,66063.44044,63066.67195,572.1267679,51140.11071,108434.4261,413.7157101,566.6430163,45542.06627,762.5965699,221.9465924,15307.71811,472.2022472,200.9635566,1863.296013,51956.74534,517.9021383,360.8345426,274.0343439,491.1285225,65143.70784,871.1715125,4311.972117,87579.69642,600.4561018,2621.531228,27121.02899,278.5159604,173.0232703,297.8142628,296.506692,6133.168143,53927.4166
C1292,829.3191325,9978.009685,1100.288928,715.3960429,3383.006218,1846.206482,2386.004859,1028.464455,904.3303931,876.9516893,5866.514839,5451.809007,1602.035006,2453.008118,2337.201389,2948.994184,1734.719818,1320.20452,907.506629,574.947493,741.8737585,1923.294707,1019.60049,3000.383369,1634.837878,1066.403383,940.8940388,6778.057078,864.9456831,1237.842528,5481.924233,1439.432459,480.7715859,2457.937452,4946.960764,920.2477008,2225.86318,6061.902188,1626.62744,672.4004368,7739.282906,6201.304093,1915.114502,1343.99366,1076.465156,4898.420757,2828.388516,1512.672398,4226.912094,1315.146057,733.2033363,4881.503245,3153.33562,1515.744599,1652.102061,579.5844402,644.3920094
C1293,943.4763108,1358.8558,272.1869886,313.6334933,73.26689169,382.7621451,313.3243054,4016.393509,176.069456,350.9858416,586.635464,334.3770884,778.4891965,877.5372545,88.80827,225.5984757,1453.666585,57.24845323,181.9609717,558.2624182,361.0881677,224.7187898,198.0167636,536.415578,240.250363,342.7900718,365.5423846,274.7615037,464.3123784,256.4883447,896.3748611,697.4678804,994.3242121,684.2486522,1441.394482,378.4178789,571.1589826,764.7416419,300.6520815,208.5528974,768.0708476,1660.484313,197.1485123,595.5168787,280.1468595,589.8602468,623.2548357,407.0319383,1057.130986,602.9134491,489.9488269,486.2490525,992.3663593,459.2107588,816.8108433,791.7965681,247.8118493
C1294,2871.007063,6264.918986,2261.741028,2537.186774,2434.826944,3252.338691,4413.001152,2036.843096,3679.451254,2471.745392,5260.837974,6520.771829,5529.580045,4907.496073,2525.542224,5199.064276,3043.706318,1624.79921,4957.732795,2579.12326,2289.644013,1634.343795,1488.736826,2759.315594,2271.391294,1807.803127,1658.049399,3610.602547,2077.862696,1113.9515,2769.939483,2963.198081,2179.86281,3794.007883,8111.075476,1838.046022,11777.41924,3392.371243,2836.805717,2271.895739,3137.551951,2973.477218,6259.967689,3309.313513,2522.053643,5165.055828,4982.04403,2153.988849,3233.6411,18843.24454,2088.297909,5680.862377,4265.388705,2951.481332,4406.392073,2949.06717,2575.108696
C1295,4150.979315,9443.804926,3152.159214,3996.419726,3294.418981,5162.556112,5759.521873,2764.072631,4442.417389,3291.072007,7230.469319,8477.394036,8874.060474,6915.365237,4269.43377,7482.208118,5349.418205,2971.882816,5185.810509,2343.381115,3383.569494,2228.12607,2511.719964,3865.833362,3232.190365,2666.15961,2723.964617,5556.135179,3420.191342,2104.828954,4787.811161,2516.904867,3157.436666,5459.167581,9069.918377,2908.01612,15054.60687,5155.302341,5074.467543,2804.067254,4159.862764,4221.49835,11033.28405,4758.561825,3399.856208,7642.308975,6420.702171,2435.075648,5041.29013,27965.79688,3782.112968,7789.771109,7214.457337,4264.298697,7016.026411,5582.286287,4137.672889
C1296,4479.933042,9918.183578,3401.352724,3375.036524,3622.635427,5147.411093,5755.639003,2899.969529,5136.862603,2809.496123,8258.091795,7807.710461,8571.997182,7991.042302,4666.864901,6824.311027,5182.07249,3024.315463,6389.5522,3637.373249,3217.513892,2268.888633,2621.574316,4120.608843,3403.642391,2723.030347,3080.631236,5076.371328,3420.55167,1887.273364,3863.998583,3471.218919,2771.961082,5422.38649,10826.53494,2927.345686,20155.77138,3959.259052,4480.639278,3610.418732,3189.612168,3712.237709,11187.59069,5952.332549,3231.869238,8191.276126,6734.236775,2129.268432,3896.912514,29885.33014,3620.028292,7057.647052,7389.357427,5476.55506,7905.543198,5203.94518,3093.96563
C1297,44936.59658,75291.57532,19724.90008,28225.87418,30303.01331,41836.65648,47304.045,25179.41686,23846.98963,31147.19888,46790.46141,34048.64655,65235.81999,56848.40364,28121.23526,35027.9488,31681.00118,19743.27322,37206.05493,19196.49786,31725.52477,15418.58179,13823.22597,60544.15159,26235.24636,14510.68844,14747.50872,29216.00067,25137.54849,11878.36241,27835.14508,23823.38427,16409.99946,32073.13838,125951.456,32328.2826,182823.4174,50586.10208,48279.68219,13665.4276,35450.6166,27231.67013,67289.98229,36743.46788,48447.3776,37647.72963,47087.45698,40196.52037,46143.62101,166012.1398,23337.00422,29360.89819,39090.40119,30942.90656,30900.35773,34918.47454,45497.04061
C1298,1080.119305,2368.304102,287.4952055,1055.400783,855.0543804,1217.452393,1276.951969,723.8347291,1169.378108,975.3000724,2120.599164,1813.299803,1738.186365,1591.797344,1150.375854,2804.011352,1540.190198,544.3349298,1951.344165,1106.413196,945.3767955,734.0568564,858.3743822,1701.013392,1006.066899,762.0378403,810.8105371,1445.449156,1080.989431,660.1513176,1382.346464,1231.026449,952.6128814,1469.481652,3339.050001,972.092575,4338.460029,1198.820543,1453.832474,1017.177417,1245.539869,1401.25177,2866.331774,1618.27985,1042.115157,2336.631745,1816.706968,1308.117807,1188.110281,2867.71066,995.3609788,2100.851427,1941.316953,1654.945186,1764.146827,1529.461665,1065.091538
C1299,1124.642265,2024.166221,756.6687583,1053.972854,620.2052668,1074.314557,1530.813741,645.6310933,902.4823159,790.6322239,1777.661271,1776.346233,1746.077521,1569.156224,907.4294966,1650.466056,1139.875016,649.6505795,1366.981658,765.4414818,737.5572137,636.7157395,618.9690259,1008.826264,814.8364801,569.3634752,468.9879226,1189.458381,809.764839,439.8101301,1048.139552,949.5237427,440.1019317,1315.113506,3026.355687,530.5330553,2851.186075,1050.315597,1018.994408,715.3263694,781.6210063,759.5103218,1391.802025,991.5788498,711.850523,1835.552578,1511.047444,729.6349682,1055.606207,4518.396342,785.5874354,1587.626065,1603.623293,1124.480093,1089.612525,997.378531,642.9670676
